URL,Status_Code,Title,Meta_Description,H1,H2s,Canonical,Meta_Robots,Word_Count,Internal_Links,External_Links,Image_Count,Images_With_Alt_Count
https://www.ikea.com/in/en/cat/furniture-fu001/?itm_campaign=cat&itm_element=text&itm_content=furniture,200,Buy Furniture Online in India – Affordable Home Furniture - IKEA,"Discover a wide range of affordable home furniture online at IKEA India. Shop sofas, beds, tables, wardrobes, and more to create your perfect home.",Furniture,"Same cosy spot, whole new energy | Shop by category | 5 Furniture Trends for 2025",https://www.ikea.com/in/en/cat/furniture-fu001/,"index, follow",3919,179,3,128,128
https://www.ikea.com/in/en/ideas/?itm_campaign=ideas&itm_element=text&itm_content=ideas,200,Inspiration & ideas - IKEA,"Looking for some inspiration, smart ideas and great products for every corner of your life at home? We have all the furniture you could need, and the know-how to see that you get the best home interior design for your living space. Time to enjoy a better everyday, in every room in your home.",Inspiration & ideas,Explore homes  that reflects your style | More inspiration at your fingertips | 4 Home Office setups that are taking over 2025,https://www.ikea.com/in/en/ideas/,"index, follow",407,60,0,33,33
https://www.ikea.com/in/en/stores/?itm_campaign=store&itm_element=text&itm_content=stores,200,IKEA Stores  - IKEA,Discover the best home furniture stores and online shopping in India. Find stylish and affordable furniture to transform your home. Visit IKEA's nearest store or shop online now.,IKEA Stores,IKEA Hyderabad | IKEA Navi Mumbai | IKEA Worli City Store,https://www.ikea.com/in/en/stores/,"index, follow",1264,28,8,6,6
https://www.ikea.com/in/en/cat/sofa-beds-10663/?itm_campaign=cat&itm_element=text&itm_content=sofabeds,200,Sofa Cum Beds - Buy Sofa Bed Online in India at Best Price - IKEA,Shop from a wide selection of sofa cum bed online in India at best price. Experience the quality & style of IKEA sofa bed for versatile and comfortable living.,Sofa cum beds,Introducing your new guest room | Sort and Filter | Results list,https://www.ikea.com/in/en/cat/sofa-beds-10663/,"index, follow",2091,71,0,52,52
https://www.ikea.com/in/en/cat/cabinets-10409/?itm_campaign=cat&itm_element=text&itm_content=cabinets,200,Cabinets - Buy Storage Cabinet Online in India - IKEA,Upgrade your home storage with IKEA's chic cabinets. Shop online in India for versatile storage solutions that seamlessly combine style & functionality. Shop Today!,Cabinets,Sort and Filter | Results list | Related categories,https://www.ikea.com/in/en/cat/cabinets-10409/,"index, follow",2859,105,0,56,56
https://www.ikea.com/in/en/cat/sofas-fu003/?itm_campaign=cat&itm_element=link&itm_content=sofasarmchairs,200,Buy Sofas Online in India – Stylish & Comfortable Sofa - IKEA,"Shop the best sofas online in India at IKEA. Explore fabric, sectional, recliner, and sofa beds designed for style & comfort. Affordable prices and easy delivery. Buy now!",Sofas,Effortless living starts with the right sofa bed | Sort and Filter | Results list,https://www.ikea.com/in/en/cat/sofas-fu003/,"index, follow",1592,105,0,82,76
https://www.ikea.com/in/en/cat/beds-bm003/?itm_campaign=cat&itm_element=link&itm_content=beds,200,Beds - Buy beds online in India - IKEA,Buy a bed online from IKEA. Browse a wide range of bed design options and find the perfect bed for you home. Shop Now.,Beds,Sort and Filter | Results list | Shop beds by size,https://www.ikea.com/in/en/cat/beds-bm003/,"index, follow",4196,105,0,41,36
https://www.ikea.com/in/en/cat/dining-tables-21825/?itm_campaign=cat&itm_element=link&itm_content=diningtables,200,Dining Table - Buy kitchen table online at affordable price in india. - IKEA,"Family meals, helping kids with the homework, a lot goes on at a dining table. That's why we've designed ours to be stylish and durable. Choose from our two, four or six-seater dining room tables or small kitchen table. Click here to see them all!",Dining tables,Sort and Filter | Results list | Dining tables and chairs that are the perfect match,https://www.ikea.com/in/en/cat/dining-tables-21825/,"index, follow",3487,47,3,35,35
https://www.ikea.com/in/en/cat/tv-media-furniture-10475/?itm_campaign=cat&itm_element=link&itm_content=tvunits,200,Tv Units - Buy tv unit and media furniture at best price - IKEA,"Buy tv units and media furniture from IKEA, a perfect solution for your living room. Shop now at IKEA.",TV unit & media furniture,Let’s call it a TV bench – and then some | Sort and Filter | Results list,https://www.ikea.com/in/en/cat/tv-media-furniture-10475/,"index, follow",2141,59,0,45,45
https://www.ikea.com/in/en/cat/mattresses-bm002/?itm_campaign=cat&itm_element=link&itm_content=mattresses,200,Mattress – Shop Comfortable & Supportive Mattresses Online - IKEA,"Find the perfect mattress for a great night’s sleep. Explore durable, comfortable options and buy a mattress online with ease. Browse or visit IKEA today!",Mattresses,Perfecting your 8 hours with the right mattresses | All our mattresses  come with a 10-year guarantee | Sort and Filter,https://www.ikea.com/in/en/cat/mattresses-bm002/,"index, follow",1804,71,3,32,32
https://www.ikea.com/in/en/cat/tables-chairs-fu002/?itm_campaign=cat&itm_element=link&itm_content=seating,200,Tables & Chairs for Every Room & Style - IKEA,"From dining to study to lounging—find tables & chairs that suit your space, style, and needs perfectly. Shop at IKEA.",Tables & chairs,"Where lazy mornings meet midnight deadlines | Shop now and get up to Rs.5 Lakh* back! | More dining, less spending—discover smart picks!",https://www.ikea.com/in/en/cat/tables-chairs-fu002/,"index, follow",1570,66,0,44,44
https://www.ikea.com/in/en/cat/coffee-tables-10716/?itm_campaign=cat&itm_element=link&itm_content=coffeetable,200,Coffee Tables - Buy Coffee Table Online at Best Price - IKEA,"Buy Coffee Tables Online at IKEA available in various shapes, colors, materials, and the latest stunning designs. Shop the perfect piece to complement your home.",Coffee tables,Sort and Filter | Results list | Related categories,https://www.ikea.com/in/en/cat/coffee-tables-10716/,"index, follow",2307,85,2,59,59
https://www.ikea.com/in/en/cat/wardrobes-19053/?itm_campaign=cat&itm_element=link&itm_content=wardrobes,200,Wardrobes - Buy wardrobe online in India - IKEA,Buy wardrobe from IKEA and organise your cloths in a perfect storage solution. Find the diverse range of closets and almirah for your cloths.,Wardrobes,"Store it. Sort it. Love it. | A place for everything, effortlessly | Sort and Filter",https://www.ikea.com/in/en/cat/wardrobes-19053/,"index, follow",3847,149,0,62,50
https://www.ikea.com/in/en/cat/storage-organisation-st001/?itm_campaign=cat&itm_element=link&itm_content=storageorganisation,200,Buy Storage and Home Organiser Products Online in India - IKEA,"Discover the types of storage and home organizer items like storage boxes, cutlery organiser, drawer organiser for your home. Shop now at IKEA.",Storage & organisation,Storage for every space at home | Swipe through large storage solutions | Simplify your bedroom storage,https://www.ikea.com/in/en/cat/storage-organisation-st001/,"index, follow",1044,80,0,71,71
https://www.ikea.com/in/en/cat/bookcases-shelving-units-st002/?itm_campaign=cat&itm_element=link&itm_content=bookcases,200,Bookcases & shelving units - IKEA,Bookcases & shelving units,Bookcases & shelving units,Bookcases that fit your space and style | Sort and Filter | Results list,https://www.ikea.com/in/en/cat/bookcases-shelving-units-st002/,"index, follow",2157,62,0,54,54
https://www.ikea.com/in/en/cat/home-decor-de001/?itm_campaign=cat&itm_element=link&itm_content=decoration,200,Home Decor - Buy home decor items online in India - IKEA,Browse IKEA's home decor accessories at low prices. Choose from a range of brilliant decoration items to make your house a home. Shop now!,Home Decor,Elevate your home with fall-inspired touches. | Fall decor to cozy up your space | Explore more flowers for your home,https://www.ikea.com/in/en/cat/home-decor-de001/,"index, follow",2563,177,0,136,130
https://www.ikea.com/in/en/cat/bathroom-products-ba001/?itm_campaign=cat&itm_element=link&itm_content=bathroom,200,Bathroom Products - Buy  online at affordable price in india. - IKEA,"Make morning routines smoother, and refresh your bathrooms with our bathroom products. We've got towel rails, shelf units, mirrors and anything else you need to organise your things. Explore our collection of bathroom products for a relaxing time.",Bathroom products,Make a style statement in your bathroom | Our coordinated bathroom systems | Our coordinated bathroom accessory sets,https://www.ikea.com/in/en/cat/bathroom-products-ba001/,"index, follow",944,83,0,51,47
https://www.ikea.com/in/en/cat/textiles-tl001/?itm_campaign=cat&itm_element=link&itm_content=textiles,200,Textiles - Buy Home Textile Online at Affordable Price - IKEA,"Buy a textile products online from IKEA like bedsheets, cushion, covers, etc. for your home. Click for more options.",Home textiles,Flat 15% off* on bed sheets & pillow covers. | Create a fresh new look with bed linen | Explore news in textiles,https://www.ikea.com/in/en/cat/textiles-tl001/,"index, follow",730,78,0,40,40
https://www.ikea.com/in/en/cat/pots-plants-pp001/?itm_campaign=cat&itm_element=link&itm_content=potsandplants,200,Planters - Buy house plants online at affordable price in india. - IKEA,"Planning to take up gardening as a hobby? With our planters and house plants range, you'll find something to add to your home garden. Browse our garden planters in different sizes and colours to find a cosy home for your plants. Shop online today.",Pots & plants,A new buddy for your pot collection | Bring the outdoors inside | New artificial flowers that flourish all year long,https://www.ikea.com/in/en/cat/pots-plants-pp001/,"index, follow",369,27,0,17,16
https://www.ikea.com/in/en/cat/home-electronics-he001/?itm_campaign=cat&itm_element=link&itm_content=homeelectronics,200,Home Electronics - Buy electronics online at affordable price in india. - IKEA,"Visit our page for home electronics that make your life easier. From mobile and tablets accessories to kitchen appliances and smart lighting, we try to make your home smarter with our electronics. Browse for our electronics online or in-store today!",Home electronics,Need a breath of fresh air? | Great sound in every corner of your home | Home electronics tips and guides,https://www.ikea.com/in/en/cat/home-electronics-he001/,"index, follow",689,15,0,10,10
https://www.ikea.com/in/en/cat/home-improvement-hi001/?itm_campaign=cat&itm_element=link&itm_content=homeimprovement,200,Home Maintenance - Buy products to improve your home - IKEA,"At IKEA, we take home improvement very seriously. Visit our page for ideas on DIY home solutions like changing doorknobs, laying outdoor flooring and more. There's also our home decoration and child safety range to keep your space stylish and safe.",Home improvement,An easy change of scene | Home improvement tips | Tools and fittings for all your DIY needs,https://www.ikea.com/in/en/cat/home-improvement-hi001/,"index, follow",212,28,0,11,10
https://www.ikea.com/in/en/cat/lighting-li001/?itm_campaign=cat&itm_element=link&itm_content=lighting,200,Buy Lamp and Lights Online in India at Affordable Price - IKEA,"Buy lamps and lights from IKEA store. From bedside lamps to outdoor lights and LED strips, we have a wide selection. Shop now at IKEA.",Lighting,"Make every space, perfectly lit​ | Light the way to beautiful moments | Lights to reimagine your home ​",https://www.ikea.com/in/en/cat/lighting-li001/,"index, follow",1192,158,0,149,149
https://www.ikea.com/in/en/cat/products-products/,200,Products - Discover IKEA Full Range Of Furniture And Homeware - IKEA,"Look through our whole inventory of IKEA furniture, which includes beds, tables, sofas, and even modern kitchens. Shop now both online and in-store.",Products,Storage & organisation | Sofas & armchairs | Office furniture,https://www.ikea.com/in/en/cat/products-products/,"index, follow",293,6,0,0,0
https://www.ikea.com/in/en/cat/bookcases-shelving-units-st002/,200,Bookcases & shelving units - IKEA,Bookcases & shelving units,Bookcases & shelving units,Bookcases that fit your space and style | Sort and Filter | Results list,https://www.ikea.com/in/en/cat/bookcases-shelving-units-st002/,"index, follow",2157,62,0,54,54
https://www.ikea.com/in/en/cat/storage-solution-systems-46052/,200,Home Storage Solutions - Buy home storage online at affordable price in india. - IKEA,"Discover home storage solutions that are tailor-made for your house! Our modular home storage range, including the STUVA, PLASTA, OMAR and more, lets you customise furniture to your space and needs. Click to see adaptable storage solutions at home.",Storage solution systems,Design Your Storage The Way You Want To | One is good. Several is better. | Configure and personalise your home storage,https://www.ikea.com/in/en/cat/storage-solution-systems-46052/,"index, follow",1461,83,0,73,73
https://www.ikea.com/in/en/cat/cabinets-cupboards-st003/,200,Cabinet & Cupboard – Smart & Stylish Storage Solutions - IKEA,"Discover a range of cabinets and cupboards to organise your home with style. Perfect for any space, they offer practical storage and elegant design. Browse online or visit IKEA today!",Display and Storage Cabinets,"Storage You Will Set Store By | Room for everything, including style | Sort and Filter",https://www.ikea.com/in/en/cat/cabinets-cupboards-st003/,"index, follow",2003,37,0,34,33
https://www.ikea.com/in/en/cat/tv-media-furniture-10475/,200,Tv Units - Buy tv unit and media furniture at best price - IKEA,"Buy tv units and media furniture from IKEA, a perfect solution for your living room. Shop now at IKEA.",TV unit & media furniture,Let’s call it a TV bench – and then some | Sort and Filter | Results list,https://www.ikea.com/in/en/cat/tv-media-furniture-10475/,"index, follow",2141,59,0,45,45
https://www.ikea.com/in/en/cat/chest-of-drawers-drawer-units-st004/,200,Chest of drawers & drawer units - IKEA,Chest of drawers & drawer units,Chest of drawers & drawer units,"A chest of drawers with simple, soothing style | Sort and Filter | Results list",https://www.ikea.com/in/en/cat/chest-of-drawers-drawer-units-st004/,"index, follow",1899,41,0,40,40
https://www.ikea.com/in/en/cat/garage-storage-700440/,200,Garage Storage - Garage Shelving - Garage Storage Cabinets - IKEA,Organize and declutter your garage with garage storage options from IKEA. Examine doable and effective solutions for a tidy garage in India.,Garage storage,Sort and Filter | Results list | A place with unlimited possibility,https://www.ikea.com/in/en/cat/garage-storage-700440/,"index, follow",476,31,0,27,27
https://www.ikea.com/in/en/cat/sideboards-buffets-console-tables-30454/,200,Hall Table - Buy occasional tables online at affordable price in india. - IKEA,"Snacks, remotes and your phone - keep everything within reach with help from our hall table or occasional tables. Browse tables with glass doors or open shelves to display your things or choose hall tables with drawers to hide the clutter. Shop now!",Sideboards & console tables,Sort and Filter | Results list | Display and store with easy-reach sideboards,https://www.ikea.com/in/en/cat/sideboards-buffets-console-tables-30454/,"index, follow",1716,39,0,33,33
https://www.ikea.com/in/en/cat/outdoor-organising-21958/,200,Outdoor Storage - Buy garden storage online at best price - IKEA,"With our handy garden storage selection, you can keep your cushions and garden tools safely tucked away. We have a garden storage bench that doubles as seating and various other styles. Check out our garden storage boxes online or shop in-store!",Outdoor Storage,Sort and Filter | Results list | Related categories,https://www.ikea.com/in/en/cat/outdoor-organising-21958/,"index, follow",974,65,0,51,51
https://www.ikea.com/in/en/cat/trolleys-fu005/,200,Trolleys - Buy Best Quality Cart Online in India - IKEA,Buy trolley online in India. Explore the best quality carts for various purposes and elevate your living spaces with IKEA's trusted trolleys designs. Shop Today.,Trolleys,"Your new helper, ready to roll | Sort and Filter | Results list",https://www.ikea.com/in/en/cat/trolleys-fu005/,"index, follow",2673,81,2,42,42
https://www.ikea.com/in/en/cat/room-dividers-46080/,200,Room dividers - IKEA,Room dividers,Room dividers,Sort and Filter | Results list | Related categories,https://www.ikea.com/in/en/cat/room-dividers-46080/,"index, follow",831,55,0,50,50
https://www.ikea.com/in/en/cat/hallway-furniture-sets-700411/,200,Hallway Furniture Sets| Stylish & Coordinated Makeover - IKEA,"Transform your hallway with our complete and stylish Hallway Furniture Sets, offering a coordinated and aesthetic makeover for your entryway. Shop Now at IKEA.",Hallway furniture sets,Sort and Filter | Results list | Related categories,https://www.ikea.com/in/en/cat/hallway-furniture-sets-700411/,"index, follow",175,14,0,10,10
https://www.ikea.com/in/en/cat/toy-storage-20474/,200,Toy Storage - Tidy Up Playtime with Toy Storage Boxes - IKEA,"Keep toys organised and easy to find with fun, durable toy storage boxes—perfect for kids' rooms, playrooms, or anywhere you need order.",Toy storage,"Sort and Filter | Results list | A Place For Their Teddy Bears, Dolls And Toy Cars Too",https://www.ikea.com/in/en/cat/toy-storage-20474/,"index, follow",817,71,0,63,63
https://www.ikea.com/in/en/cat/storage-units-cabinets-10385/,200,File Cabinet - Buy filing cabinet for office online at affordable price in india. - IKEA,"Keep your paperwork in order with our lockable file cabinet range. We've got different styles and sizes, so pick a filing cabinet for office that suits your need and space. Choose from our GALANT, BEKANT and more for a filing cabinet for home office.",Storage units & cabinets,Storage to make your paperwork (and your office) look its best | Sort and Filter | Results list,https://www.ikea.com/in/en/cat/storage-units-cabinets-10385/,"index, follow",1103,68,0,68,68
https://www.ikea.com/in/en/cat/shoe-cabinets-10456/,200,Shoe Cabinet - Buy shoe cupboard online at affordable price in india. - IKEA,"No matter how large your shoe collection is, we've got a place for them with our shoe cabinet range. Our shoe cupboard selection consists of different styles, colours and sizes. Browse our IKEA page for a shoe storage cabinet that fits your home.",Shoe cabinets,Sort and Filter | Results list | Related categories,https://www.ikea.com/in/en/cat/shoe-cabinets-10456/,"index, follow",1967,60,0,48,48
https://www.ikea.com/in/en/cat/wall-shelves-10398/,200,Wall Shelves - Buy wall shelf with hooks online at affordable price in india. - IKEA,"If you need more storage, wall shelves are a good idea. A wall shelf with hooks is perfect for kitchen essentials while a beside wall shelf for books makes bedtime routines smoother. Have a look at our range of styles and sizes and pick one you love!",Wall shelves,Sort and Filter | Results list | Our favourite party trick: floating shelves,https://www.ikea.com/in/en/cat/wall-shelves-10398/,"index, follow",1732,44,0,34,34
https://www.ikea.com/in/en/cat/display-cabinets-10410/,200,Display Cabinets: Buy glass display cabinets online  - IKEA,"IKEA Sale On! Buy Display Cabinets and get up to 50% off !
Show off your collectables with our display cabinets. Our display units keep your treasures safe and on exhibit at the same time. Browse IKEA online for a wide range of units, including glass display cabinets, at low prices. Shop online or in-store!",Display cabinets,Sort and Filter | Results list | Related categories,https://www.ikea.com/in/en/cat/display-cabinets-10410/,"index, follow",2667,72,0,64,64
https://www.ikea.com/in/en/cat/shelving-units-11465/,200,Shelf Unit - Buy cube storage unit online at affordable price in india. - IKEA,"Not only does our shelf unit range boast of stylish storage solutions, but they also keep loads of stuff. Choose a ready-made cube storage unit or customise one to suit your needs. Browse our wide range of storage cubes to display things you want.",Shelving units,Sort and Filter | Results list | Related categories,https://www.ikea.com/in/en/cat/shelving-units-11465/,"index, follow",1395,67,0,59,59
https://www.ikea.com/in/en/p/blaliden-glass-door-cabinet-black-80520520/,200,"BLÅLIDEN glass-door cabinet, black, 35x32x151 cm (133/4x125/8x591/2"") - IKEA","BLÅLIDEN glass-door cabinet, black, 35x32x151 cm (133/4x125/8x591/2"") Storage can be just as much about reflecting who you are as organising all of your things. In this modern version of a classic glass-door cabinet, you can display the things you love the most.","BLÅLIDEN Glass-door cabinet, black, 35x32x151 cm (13 3/4x12 5/8x59 1/2 "")",How to get it | Product details | Measurements,https://www.ikea.com/in/en/p/blaliden-glass-door-cabinet-black-80520520/,"index, follow",557,9,0,15,14
https://www.ikea.com/in/en/p/brimnes-glass-door-cabinet-black-70409887/,200,"BRIMNES glass-door cabinet, black, 80x190 cm (311/2x743/4"") - IKEA","BRIMNES glass-door cabinet, black, 80x190 cm (311/2x743/4"") Perfect for showing personal things like photos, antique toy cars or miniature tea sets while also protecting them from dust. The BRIMNES series covers most storage needs in one coordinated look.","BRIMNES Glass-door cabinet, black, 80x190 cm (31 1/2x74 3/4 "")",How to get it | Product details | Measurements,https://www.ikea.com/in/en/p/brimnes-glass-door-cabinet-black-70409887/,"index, follow",1168,10,0,15,14
https://www.ikea.com/in/en/p/varby-corner-shelf-unit-medium-brown-00417579/,200,"VARBY Corner shelf unit, medium brown, 53x155 cm - IKEA","VARBY Corner shelf unit, medium brown, 53x155 cm. Easy to assemble.","VARBY Corner shelf unit, medium brown, 53x155 cm (20 7/8x61 "")",How to get it | Product details | Measurements,https://www.ikea.com/in/en/p/varby-corner-shelf-unit-medium-brown-00417579/,"index, follow",773,9,0,11,11
https://www.ikea.com/in/en/p/billy-oxberg-bookcase-combination-w-glass-doors-brown-walnut-effect-s79483769/,200,"BILLY / OXBERG bookcase combination w glass doors, brown walnut effect, 160x202 cm (63x791/2"") - IKEA","BILLY / OXBERG bookcase combination w glass doors, brown walnut effect, 160x202 cm (63x791/2"") BILLY bookcase is a beloved icon that, thanks to its versatility, can be used in many ways. This solution with OXBERG glass doors offers generous storage with both closed and open shelves.","BILLY / OXBERG Bookcase combination w glass doors, brown walnut effect, 160x202 cm (63x79 1/2 "")",How to get it | Product details | Measurements,https://www.ikea.com/in/en/p/billy-oxberg-bookcase-combination-w-glass-doors-brown-walnut-effect-s79483769/,"index, follow",1228,15,0,19,18
https://www.ikea.com/in/en/p/billy-oxberg-bookcase-with-glass-door-brown-walnut-effect-clear-glass-s99525631/,200,"BILLY / OXBERG bookcase with glass door, brown walnut effect/clear glass, 40x30x202 cm (153/4x113/4x791/2"") - IKEA","BILLY / OXBERG bookcase with glass door, brown walnut effect/clear glass, 40x30x202 cm (153/4x113/4x791/2"")","BILLY / OXBERG Bookcase with glass door, brown walnut effect/clear glass, 40x30x202 cm (15 3/4x11 3/4x79 1/2 "")",Design it yourself | How to get it | Product details,https://www.ikea.com/in/en/p/billy-oxberg-bookcase-with-glass-door-brown-walnut-effect-clear-glass-s99525631/,"index, follow",658,13,0,7,6
https://www.ikea.com/in/en/p/fabrikoer-glass-door-cabinet-black-blue-80363172/,200,"FABRIKÖR glass-door cabinet, black-blue, 81x113 cm (317/8x441/2"") - IKEA","FABRIKÖR glass-door cabinet, black-blue, 81x113 cm (317/8x441/2"") Display collectables or fill with board games and other fun things. The possibilities are many with this retro-inspired glass-door cabinet that fits almost anywhere in your home. Why not in the bedroom?","FABRIKÖR Glass-door cabinet, black-blue, 81x113 cm (31 7/8x44 1/2 "")",How to get it | Product details | Measurements,https://www.ikea.com/in/en/p/fabrikoer-glass-door-cabinet-black-blue-80363172/,"index, follow",709,8,0,19,18
https://www.ikea.com/in/en/p/billy-oxberg-bookcase-with-panel-glass-door-white-glass-s79528348/,200,"BILLY / OXBERG bookcase with panel/glass door, white/glass, 40x30x202 cm (153/4x113/4x791/2"") - IKEA","BILLY / OXBERG bookcase with panel/glass door, white/glass, 40x30x202 cm (153/4x113/4x791/2"") BILLY bookcase is a beloved icon that, thanks to its versatility, can be used in many ways at home. With a panel/glass door you can display items and hide clutter in both your living room and dining area.","BILLY / OXBERG Bookcase with panel/glass door, white/glass, 40x30x202 cm (15 3/4x11 3/4x79 1/2 "")",Design it yourself | How to get it | Product details,https://www.ikea.com/in/en/p/billy-oxberg-bookcase-with-panel-glass-door-white-glass-s79528348/,"index, follow",830,13,0,28,27
https://www.ikea.com/in/en/p/billy-oxberg-bookcase-with-glass-doors-white-s39545359/,200,"BILLY / OXBERG bookcase with glass-doors, white, 120x30x202 cm (471/4x113/4x791/2"") - IKEA","BILLY / OXBERG bookcase with glass-doors, white, 120x30x202 cm (471/4x113/4x791/2"") It is estimated that every five seconds, one BILLY bookcase is sold somewhere in the world. Pretty impressive considering we launched BILLY in 1979. It’s the booklovers choice that never goes out of style.","BILLY / OXBERG Bookcase with glass-doors, white, 120x30x202 cm (47 1/4x11 3/4x79 1/2 "")",Design it yourself | How to get it | Product details,https://www.ikea.com/in/en/p/billy-oxberg-bookcase-with-glass-doors-white-s39545359/,"index, follow",748,14,0,25,24
https://www.ikea.com/in/en/p/billy-oxberg-bookcase-with-glass-door-white-glass-s59545358/,200,"BILLY / OXBERG bookcase with glass door, white/glass, 40x30x202 cm (153/4x113/4x791/2"") - IKEA","BILLY / OXBERG bookcase with glass door, white/glass, 40x30x202 cm (153/4x113/4x791/2"") It is estimated that every five seconds, one BILLY bookcase is sold somewhere in the world. Pretty impressive considering we launched BILLY in 1979. It’s the booklovers choice that never goes out of style.","BILLY / OXBERG Bookcase with glass door, white/glass, 40x30x202 cm (15 3/4x11 3/4x79 1/2 "")",Design it yourself | How to get it | Product details,https://www.ikea.com/in/en/p/billy-oxberg-bookcase-with-glass-door-white-glass-s59545358/,"index, follow",729,12,0,25,24
https://www.ikea.com/in/en/p/billy-oxberg-bookcase-white-s69528344/,200,"BILLY / OXBERG bookcase, white, 80x30x202 cm (311/2x113/4x791/2"") - IKEA","BILLY / OXBERG bookcase, white, 80x30x202 cm (311/2x113/4x791/2"") BILLY bookcase is a beloved icon that, thanks to its versatility, can be used in many ways at home. With glass doors you can display your favourite items while also protecting them from dust.","BILLY / OXBERG Bookcase, white, 80x30x202 cm (31 1/2x11 3/4x79 1/2 "")",Design it yourself | How to get it | Product details,https://www.ikea.com/in/en/p/billy-oxberg-bookcase-white-s69528344/,"index, follow",937,13,0,18,17
https://www.ikea.com/in/en/p/brimnes-cabinet-with-doors-glass-white-40351699/,200,"BRIMNES Cabinet with doors, glass, white, 78x95 cm - IKEA","BRIMNES Cabinet with doors, glass, white, 78x95 cm. Behind the panel doors you can keep your belongings hidden and free from dust. Adjustable shelves, so you can customise your storage as needed.","BRIMNES Cabinet with doors, glass/white, 78x95 cm (30 3/4x37 3/8 "")",How to get it | Product details | Measurements,https://www.ikea.com/in/en/p/brimnes-cabinet-with-doors-glass-white-40351699/,"index, follow",932,10,0,13,12
https://www.ikea.com/in/en/p/brimnes-storage-combination-w-glass-doors-white-s29278238/,200,"BRIMNES storage combination w glass doors, white, 160x35x190 cm (63x133/4x743/4"") - IKEA","BRIMNES storage combination w glass doors, white, 160x35x190 cm (63x133/4x743/4"") A solid display cabinet with clean shapes and glass doors that keep your favourite items free from dust. The adjustable glass shelves allow you to customise the storage to your needs.","BRIMNES Storage combination w glass doors, white, 160x35x190 cm (63x13 3/4x74 3/4 "")",How to get it | Product details | Measurements,https://www.ikea.com/in/en/p/brimnes-storage-combination-w-glass-doors-white-s29278238/,"index, follow",793,10,0,9,8
https://www.ikea.com/in/en/p/skostall-shoe-organiser-black-00528515/,200,"SKOSTALL shoe organiser, black, 11x19x27 cm (4 ¼x7 ½x10 ¾"") - IKEA","SKOSTALL shoe organiser, black, 11x19x27 cm (4 ¼x7 ½x10 ¾"") Store a pair of shoes on top of each other and save space. Regardless if your shoes are flat sandals or high top sneakers, the inclination of the organiser’s top shelf is easy to adjust.","SKOSTALL Shoe organiser, black, 11x19x27 cm (4 ¼x7 ½x10 ¾ "")",How to get it | Product details | Measurements,https://www.ikea.com/in/en/p/skostall-shoe-organiser-black-00528515/,"index, follow",550,8,0,13,12
https://www.ikea.com/addon-app/storageone/eket/web/latest/in/en/,200,IKEA Storage Planner,IKEA Storage Planner,,,,,3,0,0,0,0
https://www.ikea.com/addon-app/storageone/pax/web/latest/in/en/,200,IKEA Storage Planner,IKEA Storage Planner,,,,,3,0,0,0,0
https://www.ikea.com/addon-app/storageone/besta/web/latest/in/en/,200,IKEA Storage Planner,IKEA Storage Planner,,,,,3,0,0,0,0
https://www.ikea.com/addon-app/storageone/jonaxel/web/latest/in/en/,200,IKEA Storage Planner,IKEA Storage Planner,,,,,3,0,0,0,0
https://www.ikea.com/addon-app/storageone/kallax/web/latest/in/en/,200,IKEA Storage Planner,IKEA Storage Planner,,,,,3,0,0,0,0
https://www.ikea.com/addon-app/storageone/bror/web/latest/in/en/,200,IKEA Storage Planner,IKEA Storage Planner,,,,,3,0,0,0,0
https://www.ikea.com/in/en/cat/kallax-series-27534/,200,Storage Shelving - Buy shelving units for storage online at affordable price in india. - IKEA,"The KALLAX shelves are stylish yet simple and are available in a variety of colours and sizes. Place it on the floor, mount it on the wall or turn it into a desk. Personalize these shelving units for storage with dividers, baskets, doors and more.",KALLAX series,All-around shelving units for any room at home | Need help in planning your KALLAX storage combination? | Inserts and boxes to make your KALLAX shelving unit even better,https://www.ikea.com/in/en/cat/kallax-series-27534/,"index, follow",994,84,0,88,88
https://www.ikea.com/in/en/cat/besta-storage-system-46053/,200,Modular storage: Buy  Modular storage system online in India - IKEA,"With our BESTA living room storage series, it's possible to create adaptable, flexible solutions that have a neat look. Find TV stand storage in different colours and finishes. From a black TV stand to wood finish and white, click to see them all.",BESTÅ storage system,BESTÅ essentials | Cabinet architecture in the shape of your home | Sort and Filter,https://www.ikea.com/in/en/cat/besta-storage-system-46053/,"index, follow",940,102,0,95,89
https://www.ikea.com/in/en/cat/billy-series-28102/,200,Modern Bookcase - Buy modular bookcase online at affordable price in india. - IKEA,"Explore our BILLY series to find contemporary bookcases in different sizes and colours. Or you can customise a modular bookcase to your need. From bold reds and blues to classic white and wood-finish, choose a modern bookcase that suits your style.",BILLY series,"A Dream Come True For Book Lovers | Add doors for dust-free storage and a sleek look | Cleverer design, easier handling, longer life",https://www.ikea.com/in/en/cat/billy-series-28102/,"index, follow",1442,123,0,115,115
https://www.ikea.com/in/en/rooms/bedroom/how-to/make-sure-your-furniture-doesnt-tip-over-pubb52df5c0/,200,How to stop furniture tipping over - IKEA,A chest of drawers that tips over can seriously or fatally injure people. Find out more about tipping accidents and preventing them by securing your furniture.,Make sure your furniture doesn’t tip over,"What causes tip-overs? | The science of tipping | Secure your chest of drawers, simple and safe",https://www.ikea.com/in/en/rooms/bedroom/how-to/make-sure-your-furniture-doesnt-tip-over-pubb52df5c0/,"index, follow",734,3,0,15,14
